  42   10  0.93575E-01 -0.39885    
  46   10 -0.79620E-02 -0.47297    
  50   10 -0.13257     -0.49951    
  54   10 -0.25665     -0.47571    
  58   10 -0.35659     -0.40433    
  62   10 -0.40613     -0.30596    
  66   10 -0.40569     -0.21802    
  70   10 -0.38119     -0.15723    
  74   10 -0.35080     -0.11891    
  78   10 -0.32110     -0.95120E-01
  82   10 -0.29350     -0.80320E-01
  86   10 -0.26781     -0.71190E-01
  90   10 -0.24345     -0.65758E-01
  94   10 -0.21982     -0.62812E-01
  98   10 -0.19644     -0.61569E-01
 102   10 -0.17292     -0.61484E-01
 106   10 -0.14898     -0.62152E-01
 110   10 -0.12445     -0.63253E-01
 114   10 -0.99263E-01 -0.64518E-01
 118   10 -0.73417E-01 -0.65722E-01
 122   10 -0.47015E-01 -0.66681E-01
 126   10 -0.20223E-01 -0.67260E-01
   2   14  0.48967E-02 -0.44591E-01
   6   14  0.14860E-01 -0.47154E-01
  10   14  0.25322E-01 -0.52536E-01
  14   14  0.36561E-01 -0.61295E-01
  18   14  0.48720E-01 -0.74387E-01
  22   14  0.61608E-01 -0.93308E-01
  26   14  0.74238E-01 -0.12023    
  30   14  0.83919E-01 -0.15788    
  34   14  0.84843E-01 -0.20833    
  38   14  0.67600E-01 -0.26951    
  42   14  0.23571E-01 -0.33094    
  46   14 -0.46327E-01 -0.37648    
  50   14 -0.13071     -0.39417    
  54   14 -0.21459     -0.38027    
  58   14 -0.28296     -0.33851    
  62   14 -0.32443     -0.28085    
  66   14 -0.33809     -0.22344    
  70   14 -0.33255     -0.17674    
  74   14 -0.31722     -0.14279    
  78   14 -0.29789     -0.11948    
  82   14 -0.27728     -0.10402    
  86   14 -0.25636     -0.94165E-01
  90   14 -0.23537     -0.88279E-01
  94   14 -0.21420     -0.85231E-01
  98   14 -0.19265     -0.84210E-01
 102   14 -0.17051     -0.84611E-01
 106   14 -0.14759     -0.85952E-01
 110   14 -0.12379     -0.87826E-01
 114   14 -0.99067E-01 -0.89876E-01
 118   14 -0.73470E-01 -0.91790E-01
 122   14 -0.47140E-01 -0.93301E-01
 126   14 -0.20299E-01 -0.94210E-01
   2   18  0.37673E-02 -0.53289E-01
   6   18  0.11356E-01 -0.56068E-01
  10   18  0.19081E-01 -0.61839E-01
  14   18  0.26926E-01 -0.71043E-01
  18   18  0.34672E-01 -0.84374E-01
  22   18  0.41703E-01 -0.10279    
  26   18  0.46702E-01 -0.12740    
  30   18  0.47230E-01 -0.15911    
  34   18  0.39465E-01 -0.19765    
  38   18  0.18826E-01 -0.24012    
  42   18 -0.17727E-01 -0.28017    
  46   18 -0.68834E-01 -0.30953    
  50   18 -0.12829     -0.32171    
  54   18 -0.18727     -0.31431    
  58   18 -0.23694     -0.28972    
  62   18 -0.27108     -0.25445    
  66   18 -0.28834     -0.21675    
  70   18 -0.29173     -0.18298    
  74   18 -0.28583     -0.15600    
  78   18 -0.27444     -0.13603    
  82   18 -0.25997     -0.12213    
  86   18 -0.24372     -0.11308    
  90   18 -0.22628     -0.10779    
  94   18 -0.20785     -0.10537    
  98   18 -0.18844     -0.10511    
 102   18 -0.16795     -0.10642    
 106   18 -0.14628     -0.10878    
 110   18 -0.12337     -0.11174    
 114   18 -0.99195E-01 -0.11486    
 118   18 -0.73847E-01 -0.11772    
 122   18 -0.47514E-01 -0.11997    
 126   18 -0.20493E-01 -0.12131    
   2   22  0.26220E-02 -0.59674E-01
   6   22  0.78308E-02 -0.62461E-01
  10   22  0.12902E-01 -0.68185E-01
  14   22  0.17630E-01 -0.77137E-01
  18   22  0.21613E-01 -0.89739E-01
  22   22  0.24121E-01 -0.10647    
  26   22  0.23950E-01 -0.12773    
  30   22  0.19299E-01 -0.15350    
  34   22  0.78841E-02 -0.18280    
  38   22 -0.12483E-01 -0.21320    
  42   22 -0.42772E-01 -0.24074    
  46   22 -0.81654E-01 -0.26083    
  50   22 -0.12535     -0.26987    
  54   22 -0.16861     -0.26653    
  58   22 -0.20617     -0.25214    
  62   22 -0.23424     -0.23032    
  66   22 -0.25148     -0.20564    
  70   22 -0.25885     -0.18207    
  74   22 -0.25850     -0.16202    
  78   22 -0.25269     -0.14643    
  82   22 -0.24316     -0.13527    
  86   22 -0.23106     -0.12805    
  90   22 -0.21705     -0.12417    
  94   22 -0.20145     -0.12301    
  98   22 -0.18434     -0.12402    
 102   22 -0.16570     -0.12667    
 106   22 -0.14547     -0.13047    
 110   22 -0.12357     -0.13490    
 114   22 -0.99991E-01 -0.13944    
 118   22 -0.74835E-01 -0.14358    
 122   22 -0.48339E-01 -0.14683    
 126   22 -0.20897E-01 -0.14878    
   2   26  0.15459E-02 -0.63810E-01
   6   26  0.45431E-02 -0.66457E-01
  10   26  0.72289E-02 -0.71837E-01
  14   26  0.92996E-02 -0.80109E-01
  18   26  0.10298E-01 -0.91470E-01
  22   26  0.95457E-02 -0.10608    
  26   26  0.60861E-02 -0.12392    
  30   26 -0.12965E-02 -0.14459    
  34   26 -0.13911E-01 -0.16707    
  38   26 -0.32767E-01 -0.18949    
  42   26 -0.58029E-01 -0.20935    
  46   26 -0.88568E-01 -0.22395    
  50   26 -0.12195     -0.23125    
  54   26 -0.15494     -0.23048    
  58   26 -0.18429     -0.22243    
  62   26 -0.20757     -0.20914    
  66   26 -0.22362     -0.19331    
  70   26 -0.23259     -0.17747    
  74   26 -0.23545     -0.16345    
  78   26 -0.23345     -0.15227    
  82   26 -0.22776     -0.14429    
  86   26 -0.21921     -0.13945    
  90   26 -0.20839     -0.13750    
  94   26 -0.19558     -0.13808    
  98   26 -0.18088     -0.14079    
 102   26 -0.16427     -0.14520    
 106   26 -0.14564     -0.15085    
 110   26 -0.12487     -0.15721    
 114   26 -0.10191     -0.16366    
 118   26 -0.76829E-01 -0.16953    
 122   26 -0.49902E-01 -0.17415    
 126   26 -0.21643E-01 -0.17694    
   2   30  0.59400E-03 -0.65903E-01
   6   30  0.16557E-02 -0.68319E-01
  10   30  0.23178E-02 -0.73190E-01
  14   30  0.22444E-02 -0.80573E-01
  18   30  0.99739E-03 -0.90512E-01
  22   30 -0.19936E-02 -0.10297    
  26   30 -0.74343E-02 -0.11774    
  30   30 -0.16113E-01 -0.13432    
  34   30 -0.28757E-01 -0.15180    
  38   30 -0.45799E-01 -0.16884    
  42   30 -0.67098E-01 -0.18380    
  46   30 -0.91754E-01 -0.19505    
  50   30 -0.11814     -0.20136    
  54   30 -0.14419     -0.20232    
  58   30 -0.16782     -0.19836    
  62   30 -0.18741     -0.19073    
  66   30 -0.20203     -0.18106    
  70   30 -0.21151     -0.17102    
  74   30 -0.21625     -0.16195    
  78   30 -0.21691     -0.15476    
  82   30 -0.21420     -0.14994    
  86   30 -0.20869     -0.14767    
  90   30 -0.20079     -0.14791    
  94   30 -0.19073     -0.15052    
  98   30 -0.17855     -0.15526    
 102   30 -0.16415     -0.16181    
 106   30 -0.14733     -0.16977    
 110   30 -0.12786     -0.17859    
 114   30 -0.10556     -0.18755    
 118   30 -0.80389E-01 -0.19580    
 122   30 -0.52628E-01 -0.20237    
 126   30 -0.22934E-01 -0.20637    
   2   34 -0.20566E-03 -0.66237E-01
   6   34 -0.75422E-03 -0.68383E-01
  10   34 -0.17280E-02 -0.72680E-01
  14   34 -0.34544E-02 -0.79119E-01
  18   34 -0.63198E-02 -0.87652E-01
  22   34 -0.10778E-01 -0.98146E-01
  26   34 -0.17333E-01 -0.11032    
  30   34 -0.26484E-01 -0.12369    
  34   34 -0.38626E-01 -0.13753    
  38   34 -0.53907E-01 -0.15086    
  42   34 -0.72095E-01 -0.16259    
  46   34 -0.92491E-01 -0.17171    
  50   34 -0.11398     -0.17746    
  54   34 -0.13519     -0.17959    
  58   34 -0.15476     -0.17839    
  62   34 -0.17155     -0.17462    
  66   34 -0.18485     -0.16932    
  70   34 -0.19440     -0.16363    
  74   34 -0.20030     -0.15851    
  78   34 -0.20289     -0.15474    
  82   34 -0.20257     -0.15282    
  86   34 -0.19972     -0.15303    
  90   34 -0.19457     -0.15552    
  94   34 -0.18727     -0.16028    
  98   34 -0.17775     -0.16726    
 102   34 -0.16583     -0.17625    
 106   34 -0.15115     -0.18697    
 110   34 -0.13327     -0.19887    
 114   34 -0.11175     -0.21116    
 118   34 -0.86331E-01 -0.22271    
 122   34 -0.57173E-01 -0.23212    
 126   34 -0.25092E-01 -0.23795    
   2   38 -0.84627E-03 -0.65130E-01
   6   38 -0.26732E-02 -0.67001E-01
  10   38 -0.49110E-02 -0.70726E-01
  14   38 -0.78571E-02 -0.76259E-01
  18   38 -0.11838E-01 -0.83507E-01
  22   38 -0.17203E-01 -0.92298E-01
  26   38 -0.24309E-01 -0.10235    
  30   38 -0.33469E-01 -0.11323    
  34   38 -0.44889E-01 -0.12438    
  38   38 -0.58588E-01 -0.13510    
  42   38 -0.74323E-01 -0.14465    
  46   38 -0.91564E-01 -0.15236    
  50   38 -0.10953     -0.15778    
  54   38 -0.12729     -0.16074    
  58   38 -0.14390     -0.16143    
  62   38 -0.15859     -0.16034    
  66   38 -0.17080     -0.15818    
  70   38 -0.18027     -0.15573    
  74   38 -0.18698     -0.15371    
  78   38 -0.19108     -0.15274    
  82   38 -0.19280     -0.15332    
  86   38 -0.19234     -0.15578    
  90   38 -0.18986     -0.16037    
  94   38 -0.18539     -0.16725    
  98   38 -0.17879     -0.17651    
 102   38 -0.16975     -0.18815    
 106   38 -0.15772     -0.20202    
 110   38 -0.14196     -0.21771    
 114   38 -0.12160     -0.23440    
 118   38 -0.95891E-01 -0.25063    
 122   38 -0.64611E-01 -0.26433    
 126   38 -0.28672E-01 -0.27306    
   2   42 -0.13351E-02 -0.62897E-01
   6   42 -0.41290E-02 -0.64508E-01
  10   42 -0.72974E-02 -0.67702E-01
  14   42 -0.11100E-01 -0.72417E-01
  18   42 -0.15804E-01 -0.78543E-01
  22   42 -0.21678E-01 -0.85903E-01
  26   42 -0.28972E-01 -0.94241E-01
  30   42 -0.37885E-01 -0.10321    
  34   42 -0.48519E-01 -0.11236    
  38   42 -0.60836E-01 -0.12119    
  42   42 -0.74621E-01 -0.12921    
  46   42 -0.89474E-01 -0.13596    
  50   42 -0.10484     -0.14114    
  54   42 -0.12007     -0.14467    
  58   42 -0.13452     -0.14667    
  62   42 -0.14763     -0.14747    
  66   42 -0.15900     -0.14757    
  70   42 -0.16839     -0.14750    
  74   42 -0.17574     -0.14783    
  78   42 -0.18112     -0.14908    
  82   42 -0.18464     -0.15168    
  86   42 -0.18644     -0.15603    
  90   42 -0.18661     -0.16243    
  94   42 -0.18513     -0.17121    
  98   42 -0.18180     -0.18262    
 102   42 -0.17622     -0.19691    
 106   42 -0.16764     -0.21421    
 110   42 -0.15496     -0.23441    
 114   42 -0.13666     -0.25683    
 118   42 -0.11102     -0.27982    
 122   42 -0.76834E-01 -0.30032    
 126   42 -0.34719E-01 -0.31402    
   2   46 -0.16875E-02 -0.59829E-01
   6   46 -0.51720E-02 -0.61206E-01
  10   46 -0.89855E-02 -0.63929E-01
  14   46 -0.13348E-01 -0.67931E-01
  18   46 -0.18477E-01 -0.73103E-01
  22   46 -0.24579E-01 -0.79283E-01
  26   46 -0.31830E-01 -0.86251E-01
  30   46 -0.40359E-01 -0.93723E-01
  34   46 -0.50213E-01 -0.10137    
  38   46 -0.61336E-01 -0.10881    
  42   46 -0.73551E-01 -0.11571    
  46   46 -0.86560E-01 -0.12176    
  50   46 -0.99964E-01 -0.12677    
  54   46 -0.11331     -0.13067    
  58   46 -0.12615     -0.13356    
  62   46 -0.13808     -0.13567    
  66   46 -0.14882     -0.13734    
  70   46 -0.15818     -0.13899    
  74   46 -0.16609     -0.14105    
  78   46 -0.17261     -0.14393    
  82   46 -0.17780     -0.14806    
  86   46 -0.18179     -0.15383    
  90   46 -0.18463     -0.16162    
  94   46 -0.18633     -0.17188    
  98   46 -0.18670     -0.18507    
 102   46 -0.18532     -0.20173    
 106   46 -0.18135     -0.22243    
 110   46 -0.17333     -0.24762    
 114   46 -0.15893     -0.27727    
 118   46 -0.13484     -0.31002    
 122   46 -0.97427E-01 -0.34184    
 126   46 -0.45461E-01 -0.36488    
   2   50 -0.19227E-02 -0.56179E-01
   6   50 -0.58625E-02 -0.57352E-01
  10   50 -0.10085E-01 -0.59668E-01
  14   50 -0.14773E-01 -0.63064E-01
  18   50 -0.20103E-01 -0.67440E-01
  22   50 -0.26235E-01 -0.72655E-01
  26   50 -0.33296E-01 -0.78526E-01
  30   50 -0.41371E-01 -0.84830E-01
  34   50 -0.50482E-01 -0.91313E-01
  38   50 -0.60573E-01 -0.97708E-01
  42   50 -0.71506E-01 -0.10377    
  46   50 -0.83059E-01 -0.10928    
  50   50 -0.94950E-01 -0.11410    
  54   50 -0.10686     -0.11822    
  58   50 -0.11848     -0.12168    
  62   50 -0.12952     -0.12466    
  66   50 -0.13980     -0.12740    
  70   50 -0.14917     -0.13022    
  74   50 -0.15762     -0.13345    
  78   50 -0.16517     -0.13744    
  82   50 -0.17193     -0.14256    
  86   50 -0.17802     -0.14922    
  90   50 -0.18355     -0.15784    
  94   50 -0.18860     -0.16896    
  98   50 -0.19309     -0.18325    
 102   50 -0.19674     -0.20157    
 106   50 -0.19881     -0.22505    
 110   50 -0.19777     -0.25505    
 114   50 -0.19069     -0.29295    
 118   50 -0.17218     -0.33920    
 122   50 -0.13369     -0.39039    
 126   50 -0.66499E-01 -0.43328    
   2   54 -0.20606E-02 -0.52163E-01
   6   54 -0.62620E-02 -0.53162E-01
  10   54 -0.10702E-01 -0.55133E-01
  14   54 -0.15533E-01 -0.58020E-01
  18   54 -0.20899E-01 -0.61735E-01
  22   54 -0.26922E-01 -0.66162E-01
  26   54 -0.33699E-01 -0.71152E-01
  30   54 -0.41291E-01 -0.76530E-01
  34   54 -0.49706E-01 -0.82104E-01
  38   54 -0.58899E-01 -0.87678E-01
  42   54 -0.68765E-01 -0.93068E-01
  46   54 -0.79145E-01 -0.98129E-01
  50   54 -0.89839E-01 -0.10277    
  54   54 -0.10063     -0.10695    
  58   54 -0.11130     -0.11074    
  62   54 -0.12166     -0.11425    
  66   54 -0.13159     -0.11765    
  70   54 -0.14101     -0.12118    
  74   54 -0.14993     -0.12510    
  78   54 -0.15842     -0.12970    
  82   54 -0.16662     -0.13530    
  86   54 -0.17469     -0.14227    
  90   54 -0.18284     -0.15106    
  94   54 -0.19129     -0.16225    
  98   54 -0.20017     -0.17664    
 102   54 -0.20954     -0.19537    
 106   54 -0.21909     -0.22011    
 110   54 -0.22784     -0.25331    
 114   54 -0.23324     -0.29855    
 118   54 -0.22913     -0.36058    
 122   54 -0.20066     -0.44332    
 126   54 -0.11588     -0.53475    
   2   58 -0.21203E-02 -0.47955E-01
   6   58 -0.64282E-02 -0.48808E-01
  10   58 -0.10936E-01 -0.50489E-01
  14   58 -0.15772E-01 -0.52951E-01
  18   58 -0.21050E-01 -0.56121E-01
  22   58 -0.26869E-01 -0.59903E-01
  26   58 -0.33306E-01 -0.64179E-01
  30   58 -0.40405E-01 -0.68812E-01
  34   58 -0.48173E-01 -0.73656E-01
  38   58 -0.56575E-01 -0.78565E-01
  42   58 -0.65537E-01 -0.83404E-01
  46   58 -0.74948E-01 -0.88066E-01
  50   58 -0.84671E-01 -0.92482E-01
  54   58 -0.94556E-01 -0.96632E-01
  58   58 -0.10446     -0.10054    
  62   58 -0.11428     -0.10430    
  66   58 -0.12393     -0.10803    
  70   58 -0.13340     -0.11190    
  74   58 -0.14272     -0.11610    
  78   58 -0.15202     -0.12085    
  82   58 -0.16146     -0.12642    
  86   58 -0.17131     -0.13313    
  90   58 -0.18187     -0.14137    
  94   58 -0.19353     -0.15171    
  98   58 -0.20676     -0.16495    
 102   58 -0.22207     -0.18234    
 106   58 -0.23996     -0.20582    
 110   58 -0.26076     -0.23860    
 114   58 -0.28412     -0.28616    
 118   58 -0.30757     -0.35852    
 122   58 -0.32096     -0.47631    
 126   58 -0.27196     -0.68697    
   2   62 -0.21187E-02 -0.43695E-01
   6   62 -0.64128E-02 -0.44424E-01
  10   62 -0.10875E-01 -0.45863E-01
  14   62 -0.15609E-01 -0.47971E-01
  18   62 -0.20713E-01 -0.50689E-01
  22   62 -0.26265E-01 -0.53940E-01
  26   62 -0.32328E-01 -0.57630E-01
  30   62 -0.38938E-01 -0.61653E-01
  34   62 -0.46102E-01 -0.65897E-01
  38   62 -0.53800E-01 -0.70250E-01
  42   62 -0.61982E-01 -0.74612E-01
  46   62 -0.70572E-01 -0.78901E-01
  50   62 -0.79481E-01 -0.83063E-01
  54   62 -0.88613E-01 -0.87077E-01
  58   62 -0.97883E-01 -0.90956E-01
  62   62 -0.10723     -0.94751E-01
  66   62 -0.11662     -0.98541E-01
  70   62 -0.12609     -0.10244    
  74   62 -0.13571     -0.10657    
  78   62 -0.14563     -0.11109    
  82   62 -0.15608     -0.11619    
  86   62 -0.16737     -0.12209    
  90   62 -0.17993     -0.12910    
  94   62 -0.19435     -0.13766    
  98   62 -0.21139     -0.14844    
 102   62 -0.23210     -0.16247    
 106   62 -0.25793     -0.18152    
 110   62 -0.29093     -0.20860    
 114   62 -0.33413     -0.24915    
 118   62 -0.39246     -0.31355    
 122   62 -0.47717     -0.42358    
 126   62 -0.63844     -0.62869    
   2   66 -0.20710E-02 -0.39488E-01
   6   66 -0.62604E-02 -0.40114E-01
  10   66 -0.10591E-01 -0.41349E-01
  14   66 -0.15150E-01 -0.43162E-01
  18   66 -0.20018E-01 -0.45503E-01
  22   66 -0.25262E-01 -0.48313E-01
  26   66 -0.30933E-01 -0.51515E-01
  30   66 -0.37064E-01 -0.55028E-01
  34   66 -0.43665E-01 -0.58765E-01
  38   66 -0.50728E-01 -0.62640E-01
  42   66 -0.58221E-01 -0.66574E-01
  46   66 -0.66098E-01 -0.70503E-01
  50   66 -0.74304E-01 -0.74379E-01
  54   66 -0.82784E-01 -0.78177E-01
  58   66 -0.91491E-01 -0.81896E-01
  62   66 -0.10040     -0.85558E-01
  66   66 -0.10953     -0.89201E-01
  70   66 -0.11892     -0.92883E-01
  74   66 -0.12869     -0.96674E-01
  78   66 -0.13900     -0.10065    
  82   66 -0.15013     -0.10492    
  86   66 -0.16243     -0.10958    
  90   66 -0.17643     -0.11481    
  94   66 -0.19282     -0.12082    
  98   66 -0.21262     -0.12797    
 102   66 -0.23729     -0.13686    
 106   66 -0.26904     -0.14850    
 110   66 -0.31131     -0.16468    
 114   66 -0.36978     -0.18859    
 118   66 -0.45420     -0.22568    
 122   66 -0.58257     -0.28298    
 126   66 -0.78657     -0.35534    
   2   70 -0.19895E-02 -0.35414E-01
   6   70 -0.60087E-02 -0.35953E-01
  10   70 -0.10147E-01 -0.37017E-01
  14   70 -0.14479E-01 -0.38581E-01
  18   70 -0.19071E-01 -0.40606E-01
  22   70 -0.23982E-01 -0.43043E-01
  26   70 -0.29255E-01 -0.45834E-01
  30   70 -0.34922E-01 -0.48913E-01
  34   70 -0.40997E-01 -0.52212E-01
  38   70 -0.47479E-01 -0.55663E-01
  42   70 -0.54353E-01 -0.59203E-01
  46   70 -0.61595E-01 -0.62776E-01
  50   70 -0.69175E-01 -0.66339E-01
  54   70 -0.77067E-01 -0.69861E-01
  58   70 -0.85252E-01 -0.73326E-01
  62   70 -0.93734E-01 -0.76728E-01
  66   70 -0.10255     -0.80071E-01
  70   70 -0.11176     -0.83365E-01
  74   70 -0.12150     -0.86618E-01
  78   70 -0.13195     -0.89838E-01
  82   70 -0.14339     -0.93024E-01
  86   70 -0.15620     -0.96165E-01
  90   70 -0.17091     -0.99242E-01
  94   70 -0.18827     -0.10222    
  98   70 -0.20938     -0.10507    
 102   70 -0.23586     -0.10773    
 106   70 -0.27017     -0.11016    
 110   70 -0.31631     -0.11231    
 114   70 -0.38080     -0.11412    
 118   70 -0.47453     -0.11555    
 122   70 -0.61407     -0.11657    
 126   70 -0.81535     -0.11714    
   2   74 -0.18849E-02 -0.31529E-01
   6   74 -0.56890E-02 -0.31994E-01
  10   74 -0.95943E-02 -0.32913E-01
  14   74 -0.13665E-01 -0.34266E-01
  18   74 -0.17958E-01 -0.36022E-01
  22   74 -0.22524E-01 -0.38142E-01
  26   74 -0.27402E-01 -0.40578E-01
  30   74 -0.32623E-01 -0.43281E-01
  34   74 -0.38203E-01 -0.46194E-01
  38   74 -0.44150E-01 -0.49262E-01
  42   74 -0.50460E-01 -0.52431E-01
  46   74 -0.57124E-01 -0.55654E-01
  50   74 -0.64131E-01 -0.58885E-01
  54   74 -0.71474E-01 -0.62089E-01
  58   74 -0.79153E-01 -0.65233E-01
  62   74 -0.87191E-01 -0.68290E-01
  66   74 -0.95631E-01 -0.71231E-01
  70   74 -0.10455     -0.74023E-01
  74   74 -0.11408     -0.76621E-01
  78   74 -0.12440     -0.78962E-01
  82   74 -0.13577     -0.80955E-01
  86   74 -0.14854     -0.82464E-01
  90   74 -0.16320     -0.83294E-01
  94   74 -0.18046     -0.83157E-01
  98   74 -0.20128     -0.81615E-01
 102   74 -0.22713     -0.77984E-01
 106   74 -0.26017     -0.71147E-01
 110   74 -0.30385     -0.59212E-01
 114   74 -0.36380     -0.38891E-01
 118   74 -0.44977     -0.46464E-02
 122   74 -0.57972      0.50639E-01
 126   74 -0.78535      0.12187    
   2   78 -0.17658E-02 -0.27870E-01
   6   78 -0.53267E-02 -0.28272E-01
  10   78 -0.89748E-02 -0.29067E-01
  14   78 -0.12765E-01 -0.30239E-01
  18   78 -0.16748E-01 -0.31763E-01
  22   78 -0.20967E-01 -0.33608E-01
  26   78 -0.25459E-01 -0.35737E-01
  30   78 -0.30254E-01 -0.38107E-01
  34   78 -0.35370E-01 -0.40674E-01
  38   78 -0.40819E-01 -0.43391E-01
  42   78 -0.46608E-01 -0.46211E-01
  46   78 -0.52738E-01 -0.49088E-01
  50   78 -0.59209E-01 -0.51978E-01
  54   78 -0.66027E-01 -0.54837E-01
  58   78 -0.73205E-01 -0.57622E-01
  62   78 -0.80771E-01 -0.60283E-01
  66   78 -0.88773E-01 -0.62767E-01
  70   78 -0.97290E-01 -0.65004E-01
  74   78 -0.10643     -0.66903E-01
  78   78 -0.11636     -0.68342E-01
  82   78 -0.12730     -0.69152E-01
  86   78 -0.13953     -0.69097E-01
  90   78 -0.15345     -0.67837E-01
  94   78 -0.16960     -0.64881E-01
  98   78 -0.18871     -0.59489E-01
 102   78 -0.21178     -0.50514E-01
 106   78 -0.24021     -0.36104E-01
 110   78 -0.27602     -0.13134E-01
 114   78 -0.32217      0.23940E-01
 118   78 -0.38360      0.85588E-01
 122   78 -0.47149      0.19365    
 126   78 -0.63600      0.39765    
   2   82 -0.16390E-02 -0.24460E-01
   6   82 -0.49425E-02 -0.24807E-01
  10   82 -0.83217E-02 -0.25495E-01
  14   82 -0.11825E-01 -0.26510E-01
  18   82 -0.15496E-01 -0.27832E-01
  22   82 -0.19374E-01 -0.29437E-01
  26   82 -0.23495E-01 -0.31293E-01
  30   82 -0.27884E-01 -0.33367E-01
  34   82 -0.32565E-01 -0.35621E-01
  38   82 -0.37551E-01 -0.38013E-01
  42   82 -0.42855E-01 -0.40502E-01
  46   82 -0.48485E-01 -0.43043E-01
  50   82 -0.54449E-01 -0.45591E-01
  54   82 -0.60758E-01 -0.48097E-01
  58   82 -0.67431E-01 -0.50505E-01
  62   82 -0.74498E-01 -0.52754E-01
  66   82 -0.82003E-01 -0.54765E-01
  70   82 -0.90012E-01 -0.56443E-01
  74   82 -0.98616E-01 -0.57663E-01
  78   82 -0.10794     -0.58259E-01
  82   82 -0.11814     -0.58007E-01
  86   82 -0.12942     -0.56600E-01
  90   82 -0.14205     -0.53613E-01
  94   82 -0.15635     -0.48436E-01
  98   82 -0.17272     -0.40185E-01
 102   82 -0.19158     -0.27530E-01
 106   82 -0.21339     -0.84101E-02
 110   82 -0.23841      0.20487E-01
 114   82 -0.26623      0.64747E-01
 118   82 -0.29430      0.13448    
 122   82 -0.31245      0.25040    
 126   82 -0.26831      0.46000    
   2   86 -0.15101E-02 -0.21306E-01
   6   86 -0.45527E-02 -0.21606E-01
  10   86 -0.76617E-02 -0.22200E-01
  14   86 -0.10880E-01 -0.23077E-01
  18   86 -0.14246E-01 -0.24222E-01
  22   86 -0.17796E-01 -0.25614E-01
  26   86 -0.21563E-01 -0.27228E-01
  30   86 -0.25571E-01 -0.29035E-01
  34   86 -0.29844E-01 -0.31002E-01
  38   86 -0.34400E-01 -0.33093E-01
  42   86 -0.39251E-01 -0.35270E-01
  46   86 -0.44411E-01 -0.37489E-01
  50   86 -0.49891E-01 -0.39704E-01
  54   86 -0.55706E-01 -0.41860E-01
  58   86 -0.61873E-01 -0.43897E-01
  62   86 -0.68418E-01 -0.45739E-01
  66   86 -0.75378E-01 -0.47297E-01
  70   86 -0.82799E-01 -0.48455E-01
